"","Atha_Ler-0_sl_FLT_uG_Rep1","Atha_Ler-0_sl_FLT_uG_Rep2","Atha_Ler-0_sl_FLT_uG_Rep3","Atha_Ler-0_sl_FLT_uG_Rep4","Atha_Ler-0_sl_FLT_0.09G_Rep1","Atha_Ler-0_sl_FLT_0.09G_Rep2","Atha_Ler-0_sl_FLT_0.09G_Rep3","Atha_Ler-0_sl_FLT_0.18G_Rep1","Atha_Ler-0_sl_FLT_0.18G_Rep2","Atha_Ler-0_sl_FLT_0.18G_Rep3","Atha_Ler-0_sl_FLT_0.36G_Rep1","Atha_Ler-0_sl_FLT_0.36G_Rep2","Atha_Ler-0_sl_FLT_0.36G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep1","Atha_Ler-0_sl_FLT_0.57G_Rep2","Atha_Ler-0_sl_FLT_0.57G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep4","Atha_Ler-0_sl_FLT_1G_Rep1","Atha_Ler-0_sl_FLT_1G_Rep2","Atha_Ler-0_sl_FLT_1G_Rep3"
"AT5G39810",2592,2519,2211,4536,3903,3502,1056,2329,1975,1612,3706,4570,4581,226,2680,3755,4626,3775,1895,2993
"AT5G39820",617,2207,3449,3336,2767,3170,370,2408,1548,4371,2909,2029,3313,4761,56,621,206,1163,654,2656
"AT5G39830",745,2056,2121,584,4815,2979,494,1514,1847,3875,3143,4152,3838,3837,377,1827,4425,3192,3629,4642
"AT5G39840",49,1153,2672,922,2674,457,3626,4839,1504,4039,2042,3451,1593,4712,168,1909,3887,2912,4349,1386
"AT5G39850",3146,4973,1350,705,2680,3414,3183,3666,1015,939,1395,1532,2697,281,4708,2658,3018,4550,2928,4425
"AT5G39860",1658,352,2451,2976,4835,2330,4283,963,2081,120,1451,1988,2258,201,1101,3736,1428,1660,366,1354
"AT5G39865",3027,1907,1427,2980,103,4854,4349,4409,2753,2833,1212,4803,3102,2367,455,3528,2898,821,2457,3661
"AT5G39870",1386,3153,421,2960,810,611,2577,321,1335,4299,4379,1536,3317,2326,591,3231,1005,2417,645,1539
"AT5G39880",2326,685,2405,3306,3459,3811,1680,3415,2923,3722,3532,4752,200,979,4826,4547,4608,4113,2945,1126
"AT5G39890",3366,1960,79,1479,3322,4434,4331,4779,1804,3982,4472,2605,3399,3705,4721,1564,1348,4789,2191,4862
"AT5G39895",3188,941,3970,1038,2229,3267,1395,3128,760,2411,1298,307,1472,940,3488,2676,259,99,4877,4139
"AT5G39900",1264,3205,3289,1936,1492,1603,3270,2216,3746,4697,2633,4418,2901,1716,138,3593,586,3170,1942,3508
"AT5G39910",1291,1091,1138,30,52,366,4864,1106,3791,2378,1438,2108,1352,903,386,4492,353,3986,1824,679
"AT5G39920",3130,1913,3065,1933,4325,1886,972,1005,2527,3568,3320,3331,3329,3679,191,4884,3582,3790,2076,3381
"AT5G39930",2230,4424,4164,395,2659,1341,2531,1702,3126,3090,2311,712,4027,2675,384,1372,261,2848,72,4413
"AT5G39940",501,1904,317,1038,353,283,1660,2567,2153,3029,1019,2357,3435,1450,4653,2985,3900,4102,3709,264
"AT5G39950",608,4639,3477,3775,2029,2775,4796,1147,1071,3218,1351,3556,85,116,510,1072,3091,2686,2639,2401
"AT5G39960",500,4818,917,703,1973,91,4137,4098,1469,4737,3565,3830,3248,8,1207,513,1857,2469,3472,3703
"AT5G39970",398,4207,766,4487,125,2916,702,3956,4919,4783,4625,2655,4398,1125,3341,764,2333,3087,3152,1904
"AT5G39980",1563,2693,1097,3194,2589,4554,1119,3907,3470,2030,3497,2536,503,1037,1877,1322,3999,1947,702,198
"AT5G39990",3083,4592,3358,480,1403,2060,4693,4672,1664,3733,3162,3470,1916,2833,1847,3057,4256,1104,1494,4345
"AT5G40000",2363,350,3016,3436,3630,596,92,119,1315,4348,3735,2394,2534,294,3268,4220,2727,2558,1448,2162
"AT5G40010",3566,4260,4655,1046,971,2167,3295,770,2399,2224,3292,1930,3146,2798,2216,447,3512,4605,887,4390
"AT5G40020",1203,1752,1894,934,3537,3418,387,1980,1808,1571,4101,73,691,2022,1193,3870,2651,3069,4341,4879
"AT5G40030",1862,4080,3032,4909,1357,3072,3399,3936,3866,4532,3519,2523,4953,97,522,2134,4639,4180,2995,2507
"AT5G40040",3727,1803,837,2099,2130,1839,1736,3671,1920,4024,4844,762,684,1743,1398,4043,2356,1189,4272,321
"AT5G40050",3555,353,2041,3052,2622,7,890,1965,3095,744,1274,3113,3633,2646,605,3108,3515,2390,4928,2309
"AT5G40060",824,3587,731,2704,1102,4823,2821,3203,124,2310,1532,1474,2434,2408,1143,2929,4135,3038,2709,638
"AT5G40070",4465,3740,3356,3673,2353,4624,3829,3534,3512,2688,875,4982,188,1469,482,3959,4319,4522,4681,3511
"AT5G40080",2668,313,1915,2859,4218,2970,192,2268,1654,3074,2676,483,2007,921,650,927,386,2473,2101,3676
"AT5G40090",2318,4645,1777,2972,4377,2273,2821,1250,367,1451,4933,98,4852,3395,1003,996,3526,733,2514,2320
"AT5G40100",1073,284,4808,204,446,1766,708,2811,470,4814,4920,4745,3345,1026,1190,2560,4514,3369,3671,2324
"AT5G40120",1906,2668,802,3752,2441,3650,2764,104,3478,3724,1508,3887,1966,4390,1711,2114,4684,2822,3507,3295
"AT5G40140",78,2291,96,3351,3841,2317,1068,2148,4843,872,698,4791,1689,423,482,4098,2719,3117,4178,1815
"AT5G40150",2068,484,1146,2297,366,270,3207,2773,3165,4597,4921,3058,3552,1568,1209,2576,27,495,2035,4568
"AT5G40153",3926,2529,3975,4546,4035,3182,3204,492,965,647,3670,974,4403,4979,745,1070,2905,3776,1042,702
"AT5G40155",4722,466,3414,1174,3873,1516,2371,3531,315,891,1485,2604,589,4261,107,3639,3001,320,3554,1457
"AT5G40160",3126,207,3590,4727,231,4568,367,385,2071,4623,1531,1880,4241,1326,2713,2132,1396,4493,1229,1215
"AT5G40170",262,3860,2447,3001,648,442,1489,1983,2742,4328,3315,3365,3984,1820,1762,870,4626,4946,3127,3572
"AT5G40180",1162,339,3691,239,257,3877,2217,2870,2704,3583,1866,3218,2253,2916,807,605,4273,4149,1466,1427
"AT5G40190",4716,4173,4377,1002,402,3914,611,3884,1201,2940,2179,4605,4158,4164,2345,1294,3027,4211,523,2037
"AT5G40200",1582,1436,4383,4759,3477,756,4576,2216,393,1979,2785,2946,3629,2631,2518,3792,1353,1145,624,2459
"AT5G40210",996,1580,4256,162,4142,420,890,3297,4496,1153,407,564,3625,3154,1476,4006,4034,2853,2710,586
"AT5G40220",4569,4701,3136,736,189,2005,1150,4,4415,2934,1573,3560,258,389,396,3145,3020,513,2909,2353
"AT5G40230",2471,121,3404,3501,4285,2046,1289,1577,4816,1618,1025,4251,888,4924,4105,4680,172,3106,4778,3387
"AT5G40240",4518,363,1306,588,1917,1408,4919,704,167,447,4283,2383,4343,509,950,3527,1279,2180,549,1849
"AT5G40250",2393,4860,2296,4457,224,4604,3398,1175,2980,578,4557,4632,2384,3735,3490,538,1658,3263,2305,3544
"AT5G40260",4402,4519,1359,795,2982,1280,2474,1204,3452,4040,2084,1393,4689,1616,2839,3480,2699,3422,2998,3021
"AT5G40270",427,2109,1682,3215,2414,1670,1927,4615,1464,3733,733,4980,1746,650,2217,4522,384,4868,4126,4237
"AT5G40275",2996,3162,3137,3761,3784,701,335,4739,4986,1051,2512,4225,61,4243,1509,4967,350,4931,4915,2028
"AT5G40280",719,4587,1340,3281,1771,1723,865,4119,1328,1354,4417,211,2683,1132,2337,872,4278,3010,4370,3295
"AT5G40290",2142,2141,4606,15,897,4961,546,1789,1661,1643,2350,7,3666,1652,526,3716,1048,4844,440,651
"AT5G40300",4284,4099,975,1360,2390,1139,2697,4858,1704,1528,1238,1063,2958,2402,1903,4609,4024,624,2597,759
"AT5G40310",4860,3452,3139,2283,2565,2153,1183,4578,4511,144,2419,1103,4375,726,3496,3169,1422,4554,3761,549
"AT5G40315",2403,4873,2574,4486,3329,4586,420,3644,3537,62,3227,3921,4864,755,3663,3713,909,2364,4576,3072
"AT5G40316",2491,77,766,2955,1882,4719,1058,2408,4101,2455,1739,2667,4521,858,452,2796,2509,3568,3927,2287
"AT5G40320",4736,4281,566,3625,4646,4958,1387,1328,782,852,2856,1181,4586,1153,2865,1579,3634,4681,3040,1362
"AT5G40330",1853,4445,1635,2893,1053,3946,63,982,2465,4465,472,1633,27,4980,2145,765,2605,2497,1309,3012
"AT5G40340",1285,3340,2219,4127,3664,4760,2678,751,1483,1108,1470,4845,2113,4021,2047,75,4461,1591,1796,2524
"AT5G40348",2510,348,4195,657,455,3876,1865,4292,1186,2427,1146,3463,931,1593,3686,3096,4459,437,3766,608
"AT5G40350",2573,3741,4330,1246,1330,2675,2891,3075,3001,4511,2427,386,3800,4844,516,917,1654,3046,3478,4616
"AT5G40360",2169,4761,311,4215,491,4734,2798,4976,3789,339,3318,4747,3561,957,2122,815,1242,1234,117,3142
"AT5G40370",4724,64,2363,3192,380,2005,3163,2586,1575,461,1511,4413,4124,636,4718,1370,4601,4946,2195,3343
"AT5G40380",3979,3837,1897,1247,1445,2996,897,4361,541,154,3900,3801,1848,4609,3018,240,4366,3741,4410,2338
"AT5G40382",4984,3074,1612,1396,1901,443,118,3084,347,2255,4165,2049,2208,122,3595,844,962,1980,1764,2330
"AT5G40384",1077,3506,3306,3058,664,569,674,4512,419,373,1837,1573,1698,414,2061,311,1725,1233,1409,218
"AT5G40390",4154,2587,3649,768,3666,3547,584,4175,3300,4346,1718,277,3381,583,4531,2560,1576,1704,1133,3501
"AT5G40395",1169,4883,1755,2404,145,1244,3995,4924,4859,3841,98,3249,378,1525,2216,647,4385,3182,2322,1206
"AT5G40400",1339,2906,3039,2263,3180,4438,541,3523,4144,2417,1823,871,229,3147,3507,1616,3994,810,4827,469
"AT5G40405",4069,2492,4693,2226,1417,1818,879,428,3549,4561,1480,1391,191,2797,3280,1986,4778,4590,2650,3554
"AT5G40410",2712,2927,4266,4861,3569,3892,1042,3051,2863,4197,2813,978,4330,4462,4738,3476,11,22,4380,2674
"AT5G40420",68,3374,985,2557,1940,2572,4347,3210,3546,888,3759,2721,1906,581,1173,417,3734,891,483,2214
"AT5G40430",924,2667,3296,1817,2495,3262,4839,3825,2031,1425,1395,1264,3535,2067,2574,1872,4888,3285,1562,4641
"AT5G40440",1130,173,87,3800,4599,4192,2970,3766,3155,669,4593,470,720,892,1643,4419,4809,4522,3569,601
"AT5G40450",350,3572,2451,3191,391,4625,362,2811,2526,960,350,1369,730,644,3822,676,2289,4832,2037,2373
"AT5G40460",648,1023,3142,3269,1747,2708,4481,3402,1080,1804,1416,4037,2588,953,2322,3678,3529,181,512,1416
"AT5G40470",4117,2652,3819,1054,287,3401,4225,3158,4027,4488,4560,1890,3796,315,1244,1973,4067,1334,1952,4924
"AT5G40480",4979,2250,3829,4185,4709,2581,1560,1695,744,2212,1524,1366,3797,872,3850,656,3679,3072,4454,1421
"AT5G40490",1857,1012,4473,420,589,1886,585,3179,3936,3934,1539,2550,3597,2324,52,1068,4210,4058,2541,347
"AT5G40500",2382,4576,57,337,2189,2879,1203,4344,207,3143,4261,2797,4771,3055,4792,4075,3194,2832,4082,2697
"AT5G40510",4573,2876,4647,2192,745,569,3201,2053,1120,3832,2578,2172,3482,2783,3706,2916,4867,2078,1806,2977
"AT5G40520",579,217,1325,3694,3669,519,2683,1563,3680,4473,3508,4440,3215,4067,3760,1668,3646,3301,4879,4950
"AT5G40530",2664,1123,3297,2444,832,4393,880,2078,1740,192,4352,194,2356,3741,802,2043,4040,993,4814,802
"AT5G40540",1110,4655,1852,4921,2509,3099,3897,2669,4252,4867,4802,2470,99,3942,3782,1471,3338,303,2316,990
"AT5G40545",680,75,198,4390,2475,1645,1904,378,660,4893,569,2257,2356,433,4767,3303,1003,2789,2255,2754
"AT5G40550",1653,2324,153,412,2363,3890,1728,828,3905,4756,3470,3101,4287,2986,2874,3669,1624,4632,406,1792
"AT5G40560",3096,124,4353,1289,1116,3238,3051,903,2320,1120,839,3524,1782,902,2322,4240,4944,3910,4297,4953
"AT5G40570",2641,4757,2590,4133,2187,4226,222,4529,4148,1195,572,2014,3331,4963,4330,2188,4896,143,3071,252
"AT5G40580",4322,4066,3622,1240,877,4797,4717,2119,2781,2238,4389,1818,2815,3600,1269,2515,4625,4538,4548,1704
"AT5G40590",1003,2602,4927,4085,1989,3923,2928,828,3937,2740,2452,2445,3470,1307,1240,3631,1173,4877,4279,224
"AT5G40595",1374,127,3493,1245,2465,3558,657,1616,2050,1311,2465,4951,4725,4409,2242,1053,277,4632,348,3218
"AT5G40600",2785,1275,4697,1330,2126,3644,1516,3597,2339,1537,847,3744,2108,83,4028,2813,4375,4226,1465,1153
"AT5G40610",627,1628,2160,3018,2880,3377,4078,1507,328,3591,122,3962,1989,3275,2742,460,1243,945,4816,62
"AT5G40620",3226,2501,2273,2260,3961,4985,2705,4436,4008,236,4527,1955,1451,2049,4325,1060,2139,2042,2539,4657
"AT5G40630",3569,358,1720,2674,1966,304,1261,2531,4936,4365,983,3159,1463,2538,1905,1935,3931,4558,1122,690
"AT5G40640",125,4513,2576,591,3526,7,1275,3343,2947,2685,1536,426,2470,2073,1243,1486,4036,787,249,1059
"AT5G40645",2035,4205,155,370,3562,2099,584,2110,1861,143,2149,1370,2296,2009,3938,2092,2099,2824,1516,93
"AT5G40650",2826,3966,1470,842,207,4690,4567,2994,2690,963,2247,342,4358,3276,1088,210,1356,4287,4290,1991
"AT5G40660",1721,4757,2946,1057,1159,3189,3995,2826,766,1135,4703,1153,4390,4551,2190,3139,4951,2127,2572,4423
"AT5G40670",1376,3474,4895,1260,1069,3842,2604,2718,67,447,231,587,116,3111,3740,4942,274,229,4559,2131
"AT5G40680",2147,1300,4213,654,2685,1256,2389,58,106,4117,2519,1302,940,4378,3697,4818,2889,4698,727,1503
"AT5G40690",2641,4804,2642,3866,4574,2285,192,4605,2430,363,4813,2392,3891,4346,2463,2121,806,4328,1938,4729
"AT5G40700",2443,4220,1827,975,4363,1493,1623,4651,3236,2316,2967,1088,4696,2940,227,4002,1542,1168,4635,1672
"AT5G40710",595,4407,4471,3938,1470,1165,501,1419,3361,63,3259,4117,3614,3302,3198,2637,1632,4334,2584,1655
"AT5G40720",3321,4673,444,583,2483,1455,4776,3304,314,3715,4655,1996,3507,2235,4279,1748,1824,2501,618,1249
"AT5G40730",4436,4324,4331,57,4604,1707,2992,4813,3269,1974,4258,3425,3351,954,1538,3171,3961,1843,1021,2634
"AT5G40740",3931,4209,2938,3673,1144,216,544,1034,260,1236,2126,339,4638,2315,4540,4550,3029,1248,2518,4847
"AT5G40750",4706,2930,3233,4676,4152,350,2954,4734,3273,4384,1940,1497,416,3715,4570,3102,2412,2550,295,4947
"AT5G40760",4010,3636,2040,498,2173,3182,3857,180,3315,4237,1206,4712,3781,3824,1628,2435,1941,2223,3578,3249
"AT5G40770",2255,277,2543,1229,3835,3991,1375,1284,269,1050,2221,382,4100,4112,4025,667,157,1637,2395,4497
"AT5G40780",1111,3357,1236,1644,1670,178,784,711,4775,533,1619,4744,1028,211,2642,1411,1233,810,3145,3104
"AT5G40790",3364,2176,4836,3716,4865,3427,4695,276,3081,591,2832,4192,4761,479,435,4970,1918,1983,667,3073
"AT5G40800",3156,3414,146,530,3599,575,377,401,3334,2689,3969,3540,1616,3149,4831,924,2508,566,3703,52
"AT5G40810",3413,3468,157,4972,382,3700,3116,4662,1180,1860,534,2674,3896,3012,4948,1870,3073,904,2071,1446
"AT5G40820",4507,3036,2666,4579,1955,156,1603,573,1199,3226,4093,1406,3752,2559,2665,4100,2220,4124,899,3528
"AT5G40830",1788,3082,1345,2459,52,3478,4900,83,963,691,2498,3247,4598,2294,3750,2627,793,401,3344,1065
"AT5G40840",3983,1099,3261,2289,2545,3182,432,3993,2390,2156,1983,2684,1110,2220,439,3957,952,4451,1863,4385
"AT5G40850",2558,2224,4974,3114,2808,4272,4207,2661,3296,2104,4016,296,3668,3896,2070,402,3924,184,1659,4616
"AT5G40855",344,951,2519,4973,4562,779,3825,3288,2658,1448,3876,2775,190,2382,2062,292,4276,4215,272,4542
"AT5G40860",1466,3620,4366,2055,2738,2258,1631,947,593,2677,3368,2730,3120,2144,3881,3694,833,4386,4855,1992
"AT5G40870",1261,377,4981,836,421,305,2079,1878,3733,684,2356,183,471,871,174,2351,1690,2936,336,4890
"AT5G40880",4238,3612,2229,4424,4161,2368,815,955,1543,2752,225,156,2952,1908,814,3027,544,4376,3283,958
"AT5G40890",1574,3071,273,1271,720,4081,1280,3851,3194,4826,2006,2328,3521,4583,2258,912,4842,226,4522,4725
"AT5G40900",486,4352,2249,4302,1115,1137,112,3499,4567,4260,591,4531,4791,2551,3691,3334,349,4558,4469,245
"AT5G40910",2448,2158,2897,4324,994,3446,1901,1909,1849,144,4978,3545,2154,334,1023,2527,352,3009,735,4971
"AT5G40930",2888,3530,1993,443,1090,2122,3727,669,1472,3087,4795,779,737,2039,542,4957,3815,2255,4131,759
"AT5G40940",3184,4122,4776,4136,2736,470,1517,2200,2033,2727,2533,3559,1761,1805,336,3184,2859,3658,2211,337
"AT5G40945",3518,796,3571,3989,2198,4451,504,3246,1155,857,2602,1168,869,289,1861,4138,1217,1456,3437,4763
"AT5G40950",4997,2416,4336,385,963,4463,595,2735,2785,3396,1913,3229,2299,1192,3830,363,2102,613,4326,530
"AT5G40960",4405,255,397,3826,2703,1511,999,150,269,3023,3005,1467,473,228,3351,4297,3141,417,3660,1246
"AT5G40970",1744,3591,2985,1277,731,1875,1028,3778,4678,34,2892,321,3855,2830,3417,2562,3668,1676,2850,665
"AT5G40980",4820,3321,3232,3119,2913,308,4515,3583,1528,2806,3372,3698,121,1181,273,213,2714,361,2129,984
"AT5G40981",1700,4707,3218,3351,1668,4108,347,2146,3292,4106,4576,4942,734,943,2508,4103,1758,92,3292,847
"AT5G40990",3879,1002,3692,1005,2086,1939,39,932,4985,2390,2341,321,2017,1585,4315,312,4697,119,1015,3722
"AT5G41000",426,1808,4452,3785,4183,745,2629,4913,1194,3800,4968,2324,4864,1082,717,4211,2812,1009,4831,3107
"AT5G41010",4364,1023,3168,479,369,2048,3824,568,4841,4998,4850,3325,4174,1492,1614,1274,2541,680,4332,2499
"AT5G41020",3317,1963,1396,363,3948,2109,1595,3994,3364,820,4100,3543,2794,1685,2690,3456,673,2894,3311,3504
"AT5G41025",4308,241,3496,2061,246,1010,3874,3104,2937,2977,1974,4909,3111,4413,460,3061,546,54,3854,1146
"AT5G41030",3158,2510,1991,3721,663,1211,1140,482,4729,2840,916,235,5,2506,383,276,2153,78,2471,3109
"AT5G41040",4311,1457,4169,385,4354,1873,365,491,209,2878,1005,1572,1682,2486,2917,1868,2947,3337,1177,2707
"AT5G41050",1772,1092,666,1418,2569,2873,3730,1223,2807,3266,327,2084,1521,4761,4853,3961,904,2300,3561,4163
"AT5G41060",3298,1419,832,744,2048,2271,3791,770,500,2662,546,553,4286,2528,4065,3573,16,456,3207,449
"AT5G41070",4347,2935,2555,2827,3823,815,4608,2727,1248,1129,3072,624,3064,3501,241,3232,4887,833,329,2261
"AT5G41071",4001,2034,762,4008,2019,4310,1634,583,2672,2246,1795,2940,479,1015,1577,4734,747,1338,3280,3987
"AT5G41080",1581,3888,4169,1760,1854,3689,3178,1905,1108,1679,4670,1994,1196,4506,1608,603,2284,4033,760,4594
"AT5G41090",4770,4192,3454,3326,1016,3989,3458,2132,4151,1248,644,829,935,2301,241,4594,2456,2500,741,1979
"AT5G41100",1368,4477,3667,4642,4428,2794,4341,1030,3645,4648,2214,3784,2157,839,1085,4942,3418,3080,1048,4754
"AT5G41109",4442,2400,455,4795,587,4566,1695,3004,3698,4904,4569,2925,3528,2931,3398,1459,2380,1569,1303,1435
"AT5G41110",1513,2369,2286,3555,3792,1765,1701,2453,3496,3079,1470,3272,3266,3277,3849,2613,2497,816,4746,3256
"AT5G41120",3556,131,2492,743,1429,3717,1444,1641,202,1773,3629,3305,3286,4205,4412,4235,3651,4473,4671,18
"AT5G41130",4236,959,868,3889,2486,2721,4528,4076,2523,202,1088,3429,4681,3772,4913,2678,3551,4225,1939,502
"AT5G41140",4206,2516,5,1780,1144,3652,1408,3599,3146,634,2851,2497,4348,2283,2941,3368,4994,4577,3514,584
"AT5G41150",3389,4509,4462,2819,601,2761,1596,520,350,3510,3841,2616,21,3682,3240,2315,4236,1859,684,4587
"AT5G41160",616,4414,1819,2963,2327,1815,1748,3831,3374,1234,4609,4704,4279,2371,486,1835,4997,4595,165,4163
"AT5G41170",3588,2977,4476,1695,4823,55,3205,953,2581,3592,3472,1152,1072,749,3475,1902,4064,3283,1116,1080
"AT5G41180",1296,1788,173,1267,1602,1875,2240,2022,4063,1618,4605,4696,983,4385,1438,2369,1455,3040,4620,807
"AT5G41190",845,4518,691,221,1448,3191,1879,1209,446,485,4037,4046,2413,2829,4466,4295,964,2591,3329,4617
"AT5G41200",485,868,4190,3062,3071,2540,2327,4256,1060,2646,1980,2212,4779,2536,559,3187,2038,562,982,2072
"AT5G41210",4356,1318,909,4841,4173,1226,726,1382,1056,4880,1811,4636,4921,1330,2745,3188,452,4457,797,6
"AT5G41220",2399,3882,253,1133,4337,3695,4753,2559,3269,3847,4246,3545,1065,4304,596,3428,4758,2177,3688,2889
"AT5G41240",286,4709,2265,4803,2077,1903,4625,492,1030,54,3833,2810,4565,2544,330,4019,3533,1609,4678,4083
"AT5G41250",1627,879,4562,3858,1565,1637,823,3314,4498,1517,1233,1967,3913,2098,1537,311,773,4406,3084,2705
"AT5G41260",193,2553,958,3013,4214,1860,883,377,1390,4989,2140,49,458,927,2846,4050,973,1119,2736,3824
"AT5G41265",4075,1755,1251,2498,2800,3601,1440,1843,1488,4495,1425,2479,4498,497,4166,3287,4260,3609,1026,4682
"AT5G41270",4368,1688,2142,4822,1471,1061,1714,1535,1534,309,1418,4754,595,3154,2095,2117,1627,2671,1286,1119
"AT5G41280",155,1504,768,2644,1692,3581,1048,4448,561,4482,3313,1405,3247,1074,3044,4223,970,4181,4643,2900
"AT5G41290",2943,652,2867,477,744,1788,827,1409,1756,819,3725,3868,4110,408,2764,562,1428,1135,3957,1746
"AT5G41300",1205,2482,4052,2019,2013,3184,2043,2334,4505,2196,4573,4257,3455,500,3666,1273,1304,2560,4820,802
"AT5G41310",2624,4224,345,3201,3421,80,1108,581,3745,0,3466,1244,2526,997,2745,758,1262,2903,4057,4612
"AT5G41315",1763,2306,2570,2579,2597,2714,4179,1938,1812,3954,406,4143,2741,971,3432,436,1236,2853,301,592
"AT5G41320",3259,2005,4818,1117,1829,3345,2285,4018,2950,169,4645,4222,4566,754,2058,1229,1711,183,1280,3905
"AT5G41330",1337,4300,468,4373,4584,29,276,1031,3592,2364,3321,3827,4035,607,1797,3889,24,2623,3138,4312
"AT5G41340",1950,3933,4621,1087,3465,4094,1218,254,1878,1463,2949,2493,3244,1791,3188,1479,339,1014,2379,1097
"AT5G41350",991,3798,3752,4927,4158,1685,4773,1386,2953,608,2925,2847,3900,4145,53,4388,2625,223,1278,2017
"AT5G41360",2808,1050,2127,903,4158,4063,2158,807,2340,4866,2247,4308,3992,3920,1982,819,4910,1820,2484,3849
"AT5G41370",3700,3829,4829,290,1514,2595,1707,211,2783,4807,2037,3917,3610,2429,361,3616,1674,4550,4436,3148
"AT5G41380",2576,2422,2184,3657,3077,882,2463,3264,1298,2552,1970,3193,1654,3913,1085,4016,4046,2590,491,4460
"AT5G41390",2234,1653,627,2525,4483,1021,2776,645,4474,243,3017,4945,3864,3345,4941,1795,387,816,3256,4948
"AT5G41400",3725,2646,3598,3738,3368,252,4657,2319,881,717,1376,1866,2680,2252,53,2810,596,1502,642,2951
"AT5G41401",4813,2981,3762,4219,2329,3577,4711,4510,4785,2465,100,307,1859,3818,510,2828,1637,2940,1920,1782
"AT5G41410",2377,2352,4772,3848,2011,215,1184,4550,277,4589,682,4591,4760,150,2463,3754,2809,1348,153,1049
"AT5G41420",3978,1868,2634,4951,3776,41,553,1827,1653,698,4263,2349,3227,2571,4966,4847,1322,3228,4020,1688
"AT5G41430",3696,3916,593,1636,4827,4752,4804,1648,2886,573,4628,2144,1661,571,2062,4490,516,2056,2047,3754
"AT5G41440",3073,1107,1547,455,3640,1448,4784,3131,1764,3610,1662,2800,1397,7,200,3573,4475,725,1072,1833
"AT5G41450",1186,1628,1978,4944,2480,28,3778,4581,2715,401,2660,4651,4046,1022,4092,2111,4562,2194,2981,3890
"AT5G41460",3763,4463,574,4460,4482,2246,766,242,1527,793,3369,570,799,2759,1983,4853,2027,2532,4065,2801
"AT5G41470",438,3395,4341,1354,1465,3510,1340,2665,268,3426,1856,4962,1271,2982,4465,675,2181,2477,3217,2623
"AT5G41471",4120,280,1676,4468,4561,4467,4480,278,3414,49,200,2144,4945,4105,3525,856,1828,4392,4117,674
"AT5G41480",1495,1139,1031,3561,4528,3280,2745,4479,1602,4383,2428,701,2535,677,225,2340,208,3910,12,3816
"AT5G41490",3495,1180,4325,4527,2044,2433,127,1929,1343,3747,2956,1683,303,310,2134,2549,62,4929,883,350
"AT5G41500",4772,3281,4304,315,2490,2559,2107,4322,2731,1079,4826,3353,3803,4068,4192,3100,3268,2988,3809,4982
"AT5G41510",4695,4458,465,734,3564,1878,1345,2504,1042,4520,4964,4328,4003,1052,1143,928,1010,2992,117,3764
"AT5G41520",555,4707,445,617,2399,3229,2033,2885,1261,3949,2969,477,4380,4100,2846,156,1861,1411,3961,2500
"AT5G41530",1486,1734,3391,2499,2129,1844,3031,1360,3464,1154,2374,3249,585,2482,3699,1857,2295,1572,2050,3055
"AT5G41540",3597,4357,11,1814,2688,1689,1922,3115,2213,4277,3897,1348,208,4264,4349,1721,1427,2863,479,4363
"AT5G41550",68,2918,4137,1836,3649,419,1380,4611,4676,412,548,4233,2438,2427,488,1842,805,2776,4582,2573
"AT5G41560",1349,4854,80,2178,3467,757,979,4938,733,3133,3786,3036,1984,3754,4612,220,2551,350,342,681
"AT5G41570",1363,1922,1579,4940,3486,215,1103,3226,2192,3124,3417,1657,3595,906,1521,2851,3652,4460,4468,4431
"AT5G41580",277,741,4978,4172,2433,3836,3410,1069,1625,396,1574,3307,21,3831,1488,1031,418,150,1752,2113
"AT5G41590",2871,4556,4940,595,4739,4804,321,3793,4595,860,1696,4814,710,3858,2510,926,2632,3412,2640,4859
"AT5G41600",2562,2512,4134,3978,1536,4306,3442,2337,1132,3614,2822,1121,2165,3381,1264,382,392,3075,2227,425
"AT5G41605",2300,1063,1002,189,4333,1569,4939,317,4007,2195,3382,950,2857,4855,4006,3920,2382,1721,2690,172
"AT5G41610",589,137,947,2581,35,3110,995,2425,3780,2444,4110,4710,1631,3982,3456,1114,1761,4660,1818,305
"AT5G41612",3098,4600,920,2377,1333,1814,3352,3931,3947,2408,56,4347,316,3002,4981,2750,1944,3953,923,6
"AT5G41620",4877,4410,4679,4885,2736,3946,1170,1249,3475,880,3514,3483,4120,1057,3526,3901,3913,4747,4486,2096
"AT5G41630",3702,3622,1458,2612,3962,4343,3529,1492,1816,1242,1567,3486,4589,3895,1735,1714,1005,1302,2079,4727
"AT5G41640",1711,3777,2648,2211,4373,3850,4652,4410,1839,1929,3437,2465,2406,4747,3740,1494,359,1442,3041,1378
"AT5G41650",518,1361,623,682,45,2751,268,3680,3529,1137,4716,1465,939,1761,3424,84,1920,4817,3569,347
"AT5G41660",3325,2957,98,419,2589,4102,4089,3275,4884,2823,3270,469,1265,3209,2830,3923,753,2429,10,1120
"AT5G41663",182,2021,2709,40,486,3810,2426,4024,225,4956,1552,1260,136,3664,2298,4196,4270,4854,2762,4618
